site,Kingdom,Phylum,Class,Order,Family,Genus,Species
Site5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Undetermined,Undetermined
Site5,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Undetermined
Site5,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,verticillata
Site5,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,subbrunnea
Site5,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Jeremyomyces,labinae
Site5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Pezoloma,ericae
Site5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Undetermined
Site5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,finlandica
Site5,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Undetermined
Site5,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Undetermined
Site5,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Undetermined,Undetermined,Undetermined
Site2,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,Undetermined
Site2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Cystodermella,granulosa
Site2,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helotium,Undetermined
Site2,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Pezizomycotina_gen_Incertae_sedis,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Calycina,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Infundichalara,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,pilicola
Site2,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,pinastri
Site2,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Humicolopsis,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Undetermined,Undetermined,Undetermined,Undetermined
Site2,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Chaetospermum,Undetermined
Site2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,xenobiotica
Site4,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,praecox
Site4,Fungi,Ascomycota,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined
Site4,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,Undetermined
Site4,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,Undetermined
Site4,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Tylosporaceae,Amphinema,Undetermined
Site4,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,applanatum
Site4,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Wilcoxina,rehmii
Site4,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,lacuum
Site4,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Undetermined
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Infundichalara,Undetermined
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Calycina,Undetermined
Site4,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Undetermined
Site4,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metapochonia,suchlasporia
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tympanidaceae,Tympanidaceae_gen_Incertae_sedis,Undetermined
Site4,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea,camptospora
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Mycopappus,Undetermined
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,Undetermined
Site4,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Gymnostellatospora,japonica
Site4,Fungi,Ascomycota,Leotiomycetes,Leotiales,Leotiales_fam_Incertae_sedis,Leotiales_gen_Incertae_sedis,Undetermined
Site4,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Pseudotaeniolina,Undetermined
Site4,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Sympoventuriaceae_gen_Incertae_sedis,Undetermined
Site4,Fungi,Basidiomycota,GS27,GS27_ord_Incertae_sedis,Undetermined,Undetermined,Undetermined
Site4,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Undetermined
Site4,Fungi,Basidiomycota,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined
Site4,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Undetermined,Undetermined,Undetermined
Site4,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Undetermined,Undetermined
Site4,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,italicum
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Undetermined
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,finlandica
Site4,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Undetermined
Site4,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,herbamans
Site4,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Undetermined
Site4,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Undetermined,Undetermined,Undetermined
Site4,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,chaetospira
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Undetermined
Site4,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,minutissima
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Spirosphaera,Undetermined
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Meliniomyces,Undetermined
Site6,Fungi,Ascomycota,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined
Site6,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Arbusculina,fragmentans
Site6,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,Undetermined
Site6,Fungi,Basidiomycota,Tritirachiomycetes,Tritirachiales,Tritirachiaceae,Paratritirachium,Undetermined
Site6,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Microsporomycetaceae,Lichenozyma,pisutiana
Site6,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,aetites
Site6,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Myxomphalia,maura
Site6,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Pseudocoleophoma,Undetermined
Site6,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Infundichalara,Undetermined
Site6,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,pleuropora
Site6,Fungi,Ascomycota,Sordariomycetes,Undetermined,Undetermined,Undetermined,Undetermined
Site6,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Monosporascus,Undetermined
Site6,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Undetermined
Site6,Fungi,Ascomycota,Leotiomycetes,Undetermined,Undetermined,Undetermined,Undetermined
Site6,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,lignicola
Site6,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,Undetermined
Site6,Fungi,Ascomycota,Leotiomycetes,Helotiales,Undetermined,Undetermined,Undetermined
Site6,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Undetermined,Undetermined
Site6,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Juncaceicola,Undetermined
Site6,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Undetermined
Site6,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,finlandica
Site6,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinales_fam_Incertae_sedis,Sebacinales_gen_Incertae_sedis,Undetermined
Site6,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Undetermined
Site6,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Bryochiton,perpusillus
Site6,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Balsamia,Undetermined
Site3,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hamatocanthoscyphaceae,Xenopolyscytalum,Undetermined
Site3,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,decumbens
Site3,Fungi,Ascomycota,Leotiomycetes,Helotiales,Undetermined,Undetermined,Undetermined
Site3,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Gymnostellatospora,japonica
Site3,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Penicillaginaceae,Penicillago,nodositata
Site3,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,longicatenatum
Site3,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,canescens
Site3,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Chaetospermum,Undetermined
Site3,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,humicola
Site3,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Balsamia,latispora
Site1,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,victoriae
Site1,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Xenasmataceae,Xenasmatella,Undetermined
Site1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Myxomphalia,maura
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Infundichalara,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Phacidiales,Helicogoniaceae,Helicogoniaceae_gen_Incertae_sedis,Undetermined
Site1,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Micareaceae,Micarea,melaena
Site1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metapochonia,suchlasporia
Site1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,viridescens
Site1,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Sympodiella,Undetermined
Site1,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Leotiales,Mniaeciaceae,Epithamnolia,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium,baculiferum
Site1,Fungi,Ascomycota,Dothideomycetes,Phaeothecales,Phaeothecaceae,Phaeotheca,fissurella
Site1,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Meristemomyces,arctostaphyli
Site1,Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Lophium,arboricola
Site1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,Undetermined
Site1,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Tyrannosorus,pinicola
Site1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Eurotiales_fam_Incertae_sedis,Eurotiales_gen_Incertae_sedis,Undetermined
Site1,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Auriculariales_gen_Incertae_sedis,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,finlandica
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Cadophora,Undetermined
Site1,Fungi,Ascomycota,Lecanoromycetes,Lecanoromycetes_ord_Incertae_sedis,Micropeltidaceae,Micropeltidaceae_gen_Incertae_sedis,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Bisporella,Undetermined
Site2,Fungi,Ascomycota,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Phialocephala,Undetermined
Site2,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Triscelophorus,Undetermined
Site2,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Aleurodiscus,grantii
Site2,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Taeniospora,gracilis
Site2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Undetermined
Site2,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Anthracobia,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hamatocanthoscyphaceae,Hyalodendriella,bialowiezensis
Site2,Fungi,Ascomycota,Leotiomycetes,Undetermined,Undetermined,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,Rutstroemia,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,truncatum
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Alatospora,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Leotiales,Mniaeciaceae,Epithamnolia,Undetermined
Site2,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,fasciculata
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Undetermined,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Hormonema,macrosporum
Site2,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Scolecobasidium,Undetermined
Site2,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,humicoloides
Site2,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,Undetermined
Site2,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinales_fam_Incertae_sedis,Sebacinales_gen_Incertae_sedis,Undetermined
Site5,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Undetermined,Undetermined
Site5,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,anniae
Site5,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,bhutanensis
Site5,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,applanatum
Site5,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Cotylidia,undulata
Site5,Fungi,Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Heterobasidion,Undetermined
Site5,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,Undetermined
Site5,Fungi,Ascomycota,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Undetermined
Site5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Fontanospora,Undetermined
Site5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Glutinomyces,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,viridescens
Site5,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,decumbens
Site5,Fungi,Ascomycota,Leotiomycetes,Undetermined,Undetermined,Undetermined,Undetermined
Site5,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Undetermined,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,viride
Site5,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,rhossiliensis
Site5,Fungi,Ascomycota,Leotiomycetes,Leotiales,Leotiales_fam_Incertae_sedis,Leotiales_gen_Incertae_sedis,Undetermined
Site5,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Scolecobasidium,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,inflata
Site5,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Cephalotrichum,guizhouense
Site5,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia,catenospora
Site5,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Tyrannosorus,pinicola
Site5,Fungi,Basidiomycota,GS27,GS27_ord_Incertae_sedis,GS27_ord_Incertae_sedis_fam_Incertae_sedis,GS27_ord_Incertae_sedis_gen_Incertae_sedis,Undetermined
Site5,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Phialomyces,arenicola
Site5,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,changbaiensis
Site5,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizoglomus,Undetermined
Site5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Undetermined
Site5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,finlandica
Site5,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinales_fam_Incertae_sedis,Sebacinales_gen_Incertae_sedis,Undetermined
Site5,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Undetermined
Site5,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,herbamans
Site5,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Undetermined
Site1,Fungi,Basidiomycota,Tritirachiomycetes,Tritirachiales,Tritirachiaceae,Paratritirachium,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Phialocephala,Undetermined
Site1,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,bomiense
Site1,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia,Undetermined
Site1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,brunnescens
Site1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helotium,Undetermined
Site1,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriales_fam_Incertae_sedis,Amphisphaeriales_gen_Incertae_sedis,Undetermined
Site1,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,podzolica
Site1,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Undetermined
Site1,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_fam_Incertae_sedis,Pseudopenidiella,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hamatocanthoscyphaceae,Xenopolyscytalum,Undetermined
Site1,Fungi,Ascomycota,GS35,GS35_ord_Incertae_sedis,GS35_ord_Incertae_sedis_fam_Incertae_sedis,GS35_ord_Incertae_sedis_gen_Incertae_sedis,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Calyptrozyma,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Gorgomyces,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Undetermined,Undetermined,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,caroliniana
Site1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Samsoniella,hepiali
Site1,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Anthostomella,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Cryptocline,arctostaphyli
Site1,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_fam_Incertae_sedis,Arthrocatena,Undetermined
Site1,Fungi,Ascomycota,Dothideomycetes,Kirschsteiniotheliales,Kirschsteiniotheliales_fam_Incertae_sedis,Taeniolella,Undetermined
Site1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Undetermined
Site1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,fimeti
Site2,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pustularia,Undetermined
Site2,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,anniae
Site2,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,victoriae
Site2,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Triscelophorus,Undetermined
Site2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Hohenbuehelia,tremula
Site2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Undetermined,Undetermined
Site2,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Undetermined,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helotium,Undetermined
Site2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Undetermined
Site2,Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryales_fam_Incertae_sedis,Microbotryales_gen_Incertae_sedis,Undetermined
Site2,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Amphisphaeriales_fam_Incertae_sedis,Amphisphaeriales_gen_Incertae_sedis,Undetermined
Site2,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Undetermined,Undetermined,Undetermined
Site2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,paragaudis
Site2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hamatocanthoscyphaceae,Xenopolyscytalum,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,Gyoerffyella,gemellipara
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,lignicola
Site2,Fungi,Ascomycota,Leotiomycetes,Phacidiales,Phacidiaceae,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,stellatum
Site2,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Friedmanniomyces,Undetermined
Site2,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_fam_Incertae_sedis,Hispidoconidioma,alpinum
Site2,Fungi,Basidiomycota,Spiculogloeomycetes,Spiculogloeomycetes_ord_Incertae_sedis,Spiculogloeomycetes_fam_Incertae_sedis,Spiculogloeomycetes_gen_Incertae_sedis,Undetermined
Site2,Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Mytilinidiaceae_gen_Incertae_sedis,Undetermined
Site2,Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Lophium,arboricola
Site2,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Pseudohamigera,striata
Site2,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Eurotiales_fam_Incertae_sedis,Eurotiales_gen_Incertae_sedis,Undetermined
Site2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,subbrunnea
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,finlandica
Site2,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Undetermined
Site2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Undetermined
Site2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Arthrocladium,Undetermined
Site2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Undetermined
Site3,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,brunnescens
Site3,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Cystodermella,granulosa
