site,Kingdom,Phylum,Class,Order,Family,Genus,Species
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,Undetermined
Site5,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gautieriaceae,Gautieria,monticola
Site4,Fungi,Ascomycota,Leotiomycetes,Undetermined,Undetermined,Undetermined,Undetermined
Site4,Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Mytilinidiaceae_gen_Incertae_sedis,Undetermined
Site4,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Undetermined
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,Undetermined
Site4,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Undetermined,Undetermined,Undetermined,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Pezoloma,ericae
Site6,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tympanidaceae,Undetermined,Undetermined
Site6,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Undetermined
Site6,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,humicoloides
Site1,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Devriesia,Undetermined
Site5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Spirosphaera,Undetermined
Site2,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Undetermined
Site1,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,Undetermined
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,finlandica
Site2,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,cipronana
Site2,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,pseudokoningii
Site3,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,elegans
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Undetermined,Undetermined,Undetermined
Site1,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Undetermined
Site4,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporales_fam_Incertae_sedis,Acarosporales_gen_Incertae_sedis,Undetermined
Site5,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,brunnescens
Site5,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothiora,Undetermined
Site1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Herpotrichia,Undetermined
Site2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,vindobonense
Site2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Undetermined
Site3,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,bufonia
Site5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Undetermined,Undetermined,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Undetermined
Site4,Fungi,Ascomycota,Pezizomycetes,Pezizales,Discinaceae,Gyromitra,venenata
Site4,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,pseudotenax
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Glutinomyces,Undetermined
Site4,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Undetermined
Site1,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyalopeziza,Undetermined
Site3,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,Undetermined
Site6,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia,Undetermined
Site6,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,bicolor
Site5,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Diplogelasinospora,inaequalis
Site4,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Occultifur,Undetermined
Site4,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,sphaerosporum
Site4,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria,Undetermined
Site4,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Eurotiales_fam_Incertae_sedis,Eurotiales_gen_Incertae_sedis,Undetermined
Site4,Fungi,Basidiomycota,GS27,GS27_ord_Incertae_sedis,GS27_ord_Incertae_sedis_fam_Incertae_sedis,GS27_ord_Incertae_sedis_gen_Incertae_sedis,Undetermined
Site4,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,longicatenatum
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Undetermined
Site4,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,Gyoerffyella,Undetermined
Site5,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Undetermined,Undetermined,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Undetermined
Site5,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ascochyta,Undetermined
Site6,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,Undetermined
Site6,Fungi,Ascomycota,Dothideomycetes,Undetermined,Undetermined,Undetermined,Undetermined
Site6,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neostagonospora,phragmitis
Site1,Fungi,Ascomycota,Pezizomycetes,Pezizales,Discinaceae,Gyromitra,infula
Site1,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Undetermined,Undetermined,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus
Site1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,diversispora
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,finlandica
Site2,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellales_fam_Incertae_sedis,Glomerellales_gen_Incertae_sedis,Undetermined
Site2,Fungi,Ascomycota,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined
Site5,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Undetermined,Undetermined
Site5,Fungi,Ascomycota,Leotiomycetes,Leotiales,Leotiales_fam_Incertae_sedis,Leotiales_gen_Incertae_sedis,Undetermined
Site4,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Anthracobia,Undetermined
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,furcatum
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Undetermined,Undetermined,Undetermined
Site4,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,dimorpha
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Dermateaceae_gen_Incertae_sedis,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,Undetermined
Site2,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Undetermined
Site3,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,Undetermined
Site3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,alternata
Site6,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Undetermined,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Undetermined,Undetermined,Undetermined,Undetermined
Site1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,fusisporum
Site1,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothiora,Undetermined
Site3,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Cotylidia,undulata
Site2,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Undetermined
Site1,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Dothideomycetes_fam_Incertae_sedis,Pseudoarthrographis,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,truncatum
Site1,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellales_fam_Incertae_sedis,Glomerellales_gen_Incertae_sedis,Undetermined
Site4,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora,Undetermined
Site4,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,humicoloides
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Spirosphaera,Undetermined
Site2,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_fam_Incertae_sedis,Pseudopenidiella,Undetermined
Site1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,sclerocystidiosus
Site5,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,cipronana
Site5,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,Undetermined
Site5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Undetermined
Site3,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Phialocephala,Undetermined
Site3,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Glutinomyces,Undetermined
Site2,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Sympodiella,Undetermined
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Infundichalara,Undetermined
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Glutinomyces,Undetermined
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotiniaceae_gen_Incertae_sedis,Undetermined
Site3,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyphodiscus,Undetermined
Site5,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Myxomphalia,maura
Site5,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Anthracobia,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Undetermined
Site5,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Geomyces,Undetermined
Site5,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Fagicola,fagi
Site2,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Dothideomycetes_fam_Incertae_sedis,Pseudoarthrographis,Undetermined
Site2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Undetermined
Site6,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,Undetermined
Site6,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Sarcoleotia,Undetermined
Site2,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliales_fam_Incertae_sedis,Bryorbilia,arenicola
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Spirosphaera,Undetermined
Site1,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Protomycetaceae,Saitoella,complicata
Site3,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tympanidaceae,Tympanidaceae_gen_Incertae_sedis,Undetermined
Site5,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Perilachnea,Undetermined
Site5,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Undetermined,Undetermined
Site5,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Phialomyces,arenicola
Site4,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellales_fam_Incertae_sedis,Glomerellales_gen_Incertae_sedis,Undetermined
Site4,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Eurotiales_fam_Incertae_sedis,Eurotiales_gen_Incertae_sedis,Undetermined
Site4,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Cucurbitariaceae_gen_Incertae_sedis,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Infundichalara,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,finlandica
Site3,Fungi,Ascomycota,Sordariomycetes,Sordariales,Neoschizotheciaceae,Jugulospora,Undetermined
Site3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Pseudotaeniolina,Undetermined
Site1,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Plectania,harnischii
Site5,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Undetermined,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Undetermined,Undetermined
Site2,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,Undetermined
Site2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,sylvestris
Site4,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Dothideomycetes_fam_Incertae_sedis,Pseudoarthrographis,Undetermined
Site4,Fungi,Ascomycota,Sordariomycetes,Xylariales,Bartaliniaceae,Truncatella,angustata
Site4,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Undetermined,Undetermined
Site1,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliales_fam_Incertae_sedis,Bryorbilia,arenicola
Site1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,canescens
Site3,Fungi,Ascomycota,Leotiomycetes,Helotiales,Undetermined,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Undetermined,Undetermined
Site5,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,nitidiuscula
Site5,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora,austromontana
Site5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Calloriaceae,Polyphilus,Undetermined
Site3,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,Undetermined
Site3,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora,Undetermined
Site3,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,truncatum
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Undetermined,Undetermined,Undetermined
Site4,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Undetermined
Site4,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,stellatum
Site4,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Undetermined
Site4,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Endoperplexa,Undetermined
Site5,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,Undetermined
Site5,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Trichocomaceae_gen_Incertae_sedis,Undetermined
Site3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Ochrocladosporium,frigidarii
Site1,Fungi,Ascomycota,GS35,GS35_ord_Incertae_sedis,GS35_ord_Incertae_sedis_fam_Incertae_sedis,GS35_ord_Incertae_sedis_gen_Incertae_sedis,Undetermined
Site2,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,Undetermined
Site2,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,verticillata
Site1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,rufoalba
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,finlandica
Site5,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gautieriaceae,Gautieria,monticola
Site5,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Undetermined
Site5,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,pullulans
Site4,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Undetermined
Site4,Fungi,Ascomycota,Leotiomycetes,Helotiales,Undetermined,Undetermined,Undetermined
Site4,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,pullulans
Site4,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Undetermined
Site3,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,Undetermined
Site3,Fungi,Ascomycota,Lecanoromycetes,Lecanoromycetes_ord_Incertae_sedis,Micropeltidaceae,Micropeltidaceae_gen_Incertae_sedis,Undetermined
Site6,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Undetermined
Site6,Fungi,Ascomycota,GS35,GS35_ord_Incertae_sedis,GS35_ord_Incertae_sedis_fam_Incertae_sedis,GS35_ord_Incertae_sedis_gen_Incertae_sedis,Undetermined
Site6,Fungi,Ascomycota,Leotiomycetes,Leotiales,Leotiales_fam_Incertae_sedis,Leotiales_gen_Incertae_sedis,Undetermined
Site6,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,pullulans
Site6,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Undetermined,Undetermined
Site2,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Tylosporaceae,Amphinema,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Calyptrozyma,Undetermined
Site2,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Valsaceae_gen_Incertae_sedis,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,loculata
Site5,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Hormonema,macrosporum
Site5,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,changbaiensis
Site3,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Warcupia,terrestris
Site3,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotium,Undetermined
Site3,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,finlandica
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,majus
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tympanidaceae,Undetermined,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Leotiales,Leotiales_fam_Incertae_sedis,Leotiales_gen_Incertae_sedis,Undetermined
Site4,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,saccata
Site4,Fungi,Basidiomycota,Microbotryomycetes,Undetermined,Undetermined,Undetermined,Undetermined
Site4,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,polymorpha
Site4,Fungi,Ascomycota,Leotiomycetes,Undetermined,Undetermined,Undetermined,Undetermined
Site4,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellales_fam_Incertae_sedis,Glomerellales_gen_Incertae_sedis,Undetermined
Site4,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Phialomyces,arenicola
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Phialocephala,fortinii
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Glutinomyces,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Undetermined,Undetermined,Undetermined,Undetermined
Site1,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Sarcoleotia,Undetermined
Site6,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,angulatus
Site6,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellales_fam_Incertae_sedis,Glomerellales_gen_Incertae_sedis,Undetermined
Site5,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,shandongensis
Site5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Infundichalara,Undetermined
Site5,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,Undetermined
Site5,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Undetermined,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hamatocanthoscyphaceae,Xenopolyscytalum,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Pezoloma,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leptodontidiaceae,Leptodontidium,Undetermined
Site1,Fungi,Ascomycota,Lecanoromycetes,Lecanoromycetes_ord_Incertae_sedis,Micropeltidaceae,Micropeltidaceae_gen_Incertae_sedis,Undetermined
Site1,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Spirosphaera,Undetermined
Site2,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Pleotrichocladium,opacum
Site4,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Myxomphalia,maura
Site4,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Dothideomycetes_fam_Incertae_sedis,Pseudoarthrographis,Undetermined
Site4,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Sympodiella,Undetermined
Site4,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Saccharomycetales_gen_Incertae_sedis,Undetermined
Site4,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia,Undetermined
Site3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Herpotrichia,Undetermined
Site3,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Phlegmacium,subolivascens
Site1,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Geomyces,auratus
Site1,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Pseudotaeniolina,Undetermined
Site5,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Brachysporium,Undetermined
Site5,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,Undetermined
Site6,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,aetites
Site6,Fungi,Basidiomycota,Agaricomycetes,Boletales,Coniophoraceae,Coniophora,Undetermined
Site6,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,saccata
Site6,Fungi,Ascomycota,Leotiomycetes,Leotiales,Leotiales_fam_Incertae_sedis,Leotiales_gen_Incertae_sedis,Undetermined
Site6,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Tyrannosorus,Undetermined
Site6,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Pseudohamigera,striata
Site2,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,changbaiensis
Site1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Pleotrichocladium,opacum
Site3,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronema,domesticum
Site3,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Tylosporaceae,Amphinema,Undetermined
Site3,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Radulomycetaceae,Aphanobasidium,Undetermined
Site3,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Valsaceae_gen_Incertae_sedis,Undetermined
Site3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Undetermined,Undetermined
Site3,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Undetermined
Site2,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Leotiomycetes_gen_Incertae_sedis,Undetermined
Site2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Undetermined
Site5,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,praecox
Site5,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,crispatum
Site5,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Sarcoleotia,Undetermined
Site4,Fungi,Ascomycota,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined
