amplicon,sample_name,block,unique_id,drought,inoculum,fire_freq,species,other_frompreviouscolumn,control,filename_r1,filename_r2,wilting_scale,bud_number,leaf_number,leaf_length,height,nodule_num,shoot_dm,final_root_dm,seqtab_rows
ITS2,F-R-071,3,Q071,ND,0Burn_W1,0,GrandFir,NA,NA,F-R-071_S377_L001_R1_001.fastq.gz,F-R-071_S377_L001_R2_001.fastq.gz,1,6,34,1.9,5.6,NA,0.15640000000000001,0.49840000000000001,F-R-071
ITS2,F-R-072,3,Q072,D,3Burn_W5,3,Snowbrush,NA,NA,F-R-072_S196_L001_R1_001.fastq.gz,F-R-072_S196_L001_R2_001.fastq.gz,6,0,23,2.8,4,8,0.64629999999999999,1.1984999999999999,F-R-072
ITS2,F-R-073,3,Q073,D,0Burn_W1,0,GrandFir,NA,NA,F-R-073_S294_L001_R1_001.fastq.gz,F-R-073_S294_L001_R2_001.fastq.gz,1,6,34,1.9,5.6,NA,0.115,0.28939999999999999,F-R-073
ITS2,F-R-074,3,Q074,D,Sterile,NA,GrandFir,NA,NA,F-R-074_S306_L001_R1_001.fastq.gz,F-R-074_S306_L001_R2_001.fastq.gz,4,1,9,0.9,4.5,NA,9.8599999999999993E-2,0.17949999999999999,F-R-074
ITS2,F-R-075,3,Q075,D,1Burn_W4,1,GrandFir,NA,NA,F-R-075_S318_L001_R1_001.fastq.gz,F-R-075_S318_L001_R2_001.fastq.gz,1,5,63,2.7,7,NA,0.33229999999999998,0.66690000000000005,F-R-075
ITS2,F-R-076,3,Q076,D,3Burn_W5,3,GrandFir,NA,NA,F-R-076_S330_L001_R1_001.fastq.gz,F-R-076_S330_L001_R2_001.fastq.gz,1,3,35,2.1,5.7,NA,0.14510000000000001,0.39650000000000002,F-R-076
ITS2,F-R-077,3,Q077,D,1Burn_W3,1,GrandFir,NA,NA,F-R-077_S342_L001_R1_001.fastq.gz,F-R-077_S342_L001_R2_001.fastq.gz,1,2,24,1.1000000000000001,5.4,NA,7.0599999999999996E-2,0.14360000000000001,F-R-077
ITS2,F-R-078,3,Q078,ND,0Burn_W1,0,Snowbrush,NA,NA,F-R-078_S208_L001_R1_001.fastq.gz,F-R-078_S208_L001_R2_001.fastq.gz,1,0,29,2.6,6.1,1,0.45989999999999998,0.68159999999999998,F-R-078
ITS2,F-R-079,3,Q079,D,Sterile,NA,Snowbrush,NA,NA,F-R-079_S220_L001_R1_001.fastq.gz,F-R-079_S220_L001_R2_001.fastq.gz,6,0,14,3.1,4.8,0,0.28589999999999999,0.61660000000000004,F-R-079
ITS2,F-R-080,3,Q080,D,1Burn_W3,1,Snowbrush,NA,NA,F-R-080_S232_L001_R1_001.fastq.gz,F-R-080_S232_L001_R2_001.fastq.gz,1,0,6,1.4,3.6,0,8.4599999999999995E-2,0.16650000000000001,F-R-080
ITS2,F-R-081,3,Q081,D,0Burn_W2,0,Snowbrush,NA,NA,F-R-081_S244_L001_R1_001.fastq.gz,F-R-081_S244_L001_R2_001.fastq.gz,6,0,16,2.1,4.4000000000000004,0,0.29020000000000001,0.7278,F-R-081
ITS2,F-R-082,3,Q082,ND,1Burn_W3,1,GrandFir,NA,NA,F-R-082_S354_L001_R1_001.fastq.gz,F-R-082_S354_L001_R2_001.fastq.gz,1,3,20,0.9,4.3,NA,4.8099999999999997E-2,6.7299999999999999E-2,F-R-082
ITS2,F-R-083,3,Q083,ND,3Burn_W5,3,Snowbrush,NA,NA,F-R-083_S256_L001_R1_001.fastq.gz,F-R-083_S256_L001_R2_001.fastq.gz,1,0,27,2.7,6.1,46,0.64200000000000002,1.012,F-R-083
ITS2,F-R-084,3,Q084,D,0Burn_W1,0,Snowbrush,NA,NA,F-R-084_S268_L001_R1_001.fastq.gz,F-R-084_S268_L001_R2_001.fastq.gz,6,0,18,2,4.4000000000000004,1,0.19620000000000001,0.33179999999999998,F-R-084
ITS2,F-R-141,6,Q141,D,0Burn_W2,0,Snowbrush,NA,NA,F-R-141_S280_L001_R1_001.fastq.gz,F-R-141_S280_L001_R2_001.fastq.gz,6,0,24,2.6,4.7,2,0.53400000000000003,0.79400000000000004,F-R-141
ITS2,F-R-142,6,Q142,D,Sterile,NA,Snowbrush,NA,NA,F-R-142_S197_L001_R1_001.fastq.gz,F-R-142_S197_L001_R2_001.fastq.gz,6,0,9,2,5,0,0.1799,0.20699999999999999,F-R-142
ITS2,F-R-143,6,Q143,D,3Burn_W6,3,GrandFir,NA,NA,F-R-143_S366_L001_R1_001.fastq.gz,F-R-143_S366_L001_R2_001.fastq.gz,1,7,25,2.1,5.3,NA,0.1613,0.27429999999999999,F-R-143
ITS2,F-R-144,6,Q144,ND,Sterile,NA,GrandFir,NA,NA,F-R-144_S378_L001_R1_001.fastq.gz,F-R-144_S378_L001_R2_001.fastq.gz,1,1,24,1.1000000000000001,4.4000000000000004,NA,7.7200000000000005E-2,0.1661,F-R-144
ITS2,F-R-145,6,Q145,D,0Burn_W1,0,GrandFir,NA,NA,F-R-145_S295_L001_R1_001.fastq.gz,F-R-145_S295_L001_R2_001.fastq.gz,1,3,35,2.1,5.8,NA,0.1072,0.1789,F-R-145
ITS2,F-R-146,6,Q146,D,3Burn_W5,3,Snowbrush,NA,NA,F-R-146_S209_L001_R1_001.fastq.gz,F-R-146_S209_L001_R2_001.fastq.gz,6,0,17,1.8,4,7,0.2205,0.48320000000000002,F-R-146
ITS2,F-R-147,6,Q147,ND,1Burn_W4,1,Snowbrush,NA,NA,F-R-147_S221_L001_R1_001.fastq.gz,F-R-147_S221_L001_R2_001.fastq.gz,1,0,33,3,8.1999999999999993,0,1.149,3.2471000000000001,F-R-147
ITS2,F-R-148,6,Q148,ND,1Burn_W4,1,GrandFir,NA,NA,F-R-148_S307_L001_R1_001.fastq.gz,F-R-148_S307_L001_R2_001.fastq.gz,1,4,87,2.4,7.8,NA,0.32400000000000001,0.81010000000000004,F-R-148
ITS2,F-R-149,6,Q149,ND,3Burn_W5,3,GrandFir,NA,NA,F-R-149_S319_L001_R1_001.fastq.gz,F-R-149_S319_L001_R2_001.fastq.gz,1,8,61,1.7,6.5,NA,0.28489999999999999,0.34960000000000002,F-R-149
ITS2,F-R-150,6,Q150,ND,3Burn_W6,3,Snowbrush,NA,NA,F-R-150_S233_L001_R1_001.fastq.gz,F-R-150_S233_L001_R2_001.fastq.gz,1,0,16,1.5,4.5,17,0.21609999999999999,0.2944,F-R-150
ITS2,F-R-151,6,Q151,ND,3Burn_W6,3,GrandFir,NA,NA,F-R-151_S331_L001_R1_001.fastq.gz,F-R-151_S331_L001_R2_001.fastq.gz,1,4,60,1.2,5.7,NA,0.1898,0.2291,F-R-151
ITS2,F-R-152,6,Q152,D,Sterile,NA,GrandFir,NA,NA,F-R-152_S343_L001_R1_001.fastq.gz,F-R-152_S343_L001_R2_001.fastq.gz,1,4,31,2.2000000000000002,5.5,NA,0.13170000000000001,0.18390000000000001,F-R-152
ITS2,F-R-153,6,Q153,ND,0Burn_W1,0,Snowbrush,NA,NA,F-R-153_S245_L001_R1_001.fastq.gz,F-R-153_S245_L001_R2_001.fastq.gz,1,0,17,3.1,5,2,0.4904,1.4133,F-R-153
ITS2,F-R-154,6,Q154,D,1Burn_W3,1,GrandFir,NA,NA,F-R-154_S355_L001_R1_001.fastq.gz,F-R-154_S355_L001_R2_001.fastq.gz,2,2,14,0.7,4.7,NA,5.2900000000000003E-2,0.1469,F-R-154
ITS2,F-R-155,6,Q155,D,3Burn_W6,3,Snowbrush,NA,NA,F-R-155_S257_L001_R1_001.fastq.gz,F-R-155_S257_L001_R2_001.fastq.gz,5,0,17,3.4,5.2,9,0.47649999999999998,0.52829999999999999,F-R-155
ITS2,F-R-156,6,Q156,ND,0Burn_W2,0,GrandFir,NA,NA,F-R-156_S367_L001_R1_001.fastq.gz,F-R-156_S367_L001_R2_001.fastq.gz,1,4,29,1.8,5.9,NA,0.1,0.22470000000000001,F-R-156
ITS2,F-R-157,6,Q157,ND,0Burn_W2,0,Snowbrush,NA,NA,F-R-157_S269_L001_R1_001.fastq.gz,F-R-157_S269_L001_R2_001.fastq.gz,1,0,34,2.6,6,6,0.8851,1.2181,F-R-157
ITS2,F-R-158,6,Q158,D,1Burn_W3,1,Snowbrush,NA,NA,F-R-158_S281_L001_R1_001.fastq.gz,F-R-158_S281_L001_R2_001.fastq.gz,1,0,4,1.1000000000000001,3.9,0,5.11E-2,NA,F-R-158
ITS2,F-R-159,6,Q159,ND,0Burn_W1,0,GrandFir,NA,NA,F-R-159_S379_L001_R1_001.fastq.gz,F-R-159_S379_L001_R2_001.fastq.gz,1,4,23,1.7,5.8,NA,0.11119999999999999,0.30409999999999998,F-R-159
ITS2,F-R-160,6,Q160,D,3Burn_W5,3,GrandFir,NA,NA,F-R-160_S296_L001_R1_001.fastq.gz,F-R-160_S296_L001_R2_001.fastq.gz,2,10,38,2.2000000000000002,7.2,NA,0.26939999999999997,0.26169999999999999,F-R-160
ITS2,F-R-161,6,Q161,ND,1Burn_W3,1,GrandFir,NA,NA,F-R-161_S308_L001_R1_001.fastq.gz,F-R-161_S308_L001_R2_001.fastq.gz,1,2,14,1.4,4.5,NA,4.5499999999999999E-2,0.10539999999999999,F-R-161
ITS2,F-R-162,6,Q162,ND,3Burn_W5,3,Snowbrush,NA,NA,F-R-162_S198_L001_R1_001.fastq.gz,F-R-162_S198_L001_R2_001.fastq.gz,1,0,27,3.2,9.4,35,1.1375999999999999,0.87760000000000005,F-R-162
ITS2,F-R-163,6,Q163,D,0Burn_W1,0,Snowbrush,NA,NA,F-R-163_S210_L001_R1_001.fastq.gz,F-R-163_S210_L001_R2_001.fastq.gz,6,0,11,2.2000000000000002,5.4,0,0.19389999999999999,0.31309999999999999,F-R-163
ITS2,F-R-164,6,Q164,ND,Sterile,NA,Snowbrush,NA,NA,F-R-164_S222_L001_R1_001.fastq.gz,F-R-164_S222_L001_R2_001.fastq.gz,1,0,9,1.6,3.9,0,0.17519999999999999,0.20530000000000001,F-R-164
ITS2,F-R-165,6,Q165,D,1Burn_W4,1,Snowbrush,NA,NA,F-R-165_S234_L001_R1_001.fastq.gz,F-R-165_S234_L001_R2_001.fastq.gz,6,0,21,2.1,3.6,1,0.36730000000000002,0.76570000000000005,F-R-165
ITS2,F-R-166,6,Q166,D,0Burn_W2,0,GrandFir,NA,NA,F-R-166_S320_L001_R1_001.fastq.gz,F-R-166_S320_L001_R2_001.fastq.gz,1,7,31,1.7,4.7,NA,0.20599999999999999,0.4899,F-R-166
ITS2,F-R-167,6,Q167,ND,1Burn_W3,1,Snowbrush,NA,NA,F-R-167_S246_L001_R1_001.fastq.gz,F-R-167_S246_L001_R2_001.fastq.gz,1,0,9,2.5,3.1,0,0.1447,0.1777,F-R-167
ITS2,F-R-168,6,Q168,D,1Burn_W4,1,GrandFir,NA,NA,F-R-168_S332_L001_R1_001.fastq.gz,F-R-168_S332_L001_R2_001.fastq.gz,2,4,58,2,6.5,NA,0.32750000000000001,0.69289999999999996,F-R-168
ITS2,F-R-197,8,Q197,D,Sterile,NA,Snowbrush,NA,NA,F-R-197_S258_L001_R1_001.fastq.gz,F-R-197_S258_L001_R2_001.fastq.gz,6,0,5,0.8,2.8,0,0.20630000000000001,NA,F-R-197
ITS2,F-R-198,8,Q198,ND,0Burn_W1,0,GrandFir,NA,NA,F-R-198_S344_L001_R1_001.fastq.gz,F-R-198_S344_L001_R2_001.fastq.gz,1,3,17,1,4.5999999999999996,NA,0.21959999999999999,NA,F-R-198
ITS2,F-R-199,8,Q199,D,0Burn_W1,0,GrandFir,NA,NA,F-R-199_S356_L001_R1_001.fastq.gz,F-R-199_S356_L001_R2_001.fastq.gz,1,4,57,1.6,5.6,NA,0.32550000000000001,0.5877,F-R-199
ITS2,F-R-200,8,Q200,ND,0Burn_W2,0,GrandFir,NA,NA,F-R-200_S368_L001_R1_001.fastq.gz,F-R-200_S368_L001_R2_001.fastq.gz,1,5,36,2.4,6.6,NA,0.41489999999999999,0.64590000000000003,F-R-200
ITS2,F-R-201,8,Q201,ND,0Burn_W1,0,Snowbrush,NA,NA,F-R-201_S270_L001_R1_001.fastq.gz,F-R-201_S270_L001_R2_001.fastq.gz,1,0,20,2.2999999999999998,5.4,0,0.51480000000000004,0.81020000000000003,F-R-201
ITS2,F-R-202,8,Q202,D,1Burn_W3,1,GrandFir,NA,NA,F-R-202_S380_L001_R1_001.fastq.gz,F-R-202_S380_L001_R2_001.fastq.gz,1,3,16,1.1000000000000001,5,NA,0.22520000000000001,NA,F-R-202
ITS2,F-R-203,8,Q203,D,1Burn_W3,1,Snowbrush,NA,NA,F-R-203_S282_L001_R1_001.fastq.gz,F-R-203_S282_L001_R2_001.fastq.gz,2,0,17,3,4.5999999999999996,0,0.4234,0.83919999999999995,F-R-203
ITS2,F-R-204,8,Q204,D,0Burn_W2,0,Snowbrush,NA,NA,F-R-204_S199_L001_R1_001.fastq.gz,F-R-204_S199_L001_R2_001.fastq.gz,6,0,17,2.5,4.0999999999999996,1,0.61750000000000005,1.1043000000000001,F-R-204
ITS2,F-R-205,8,Q205,ND,3Burn_W6,3,GrandFir,NA,NA,F-R-205_S297_L001_R1_001.fastq.gz,F-R-205_S297_L001_R2_001.fastq.gz,1,4,29,1.5,5.5,NA,0.28760000000000002,0.49220000000000003,F-R-205
ITS2,F-R-206,8,Q206,ND,Sterile,NA,Snowbrush,NA,NA,F-R-206_S211_L001_R1_001.fastq.gz,F-R-206_S211_L001_R2_001.fastq.gz,1,0,16,3.9,5.8,0,0.71989999999999998,1.0210999999999999,F-R-206
ITS2,F-R-207,8,Q207,D,3Burn_W6,3,Snowbrush,NA,NA,F-R-207_S223_L001_R1_001.fastq.gz,F-R-207_S223_L001_R2_001.fastq.gz,1,0,12,1.6,4.4000000000000004,11,0.33100000000000002,0.67800000000000005,F-R-207
ITS2,F-R-208,8,Q208,ND,3Burn_W5,3,Snowbrush,NA,NA,F-R-208_S235_L001_R1_001.fastq.gz,F-R-208_S235_L001_R2_001.fastq.gz,1,0,16,2.5,4.4000000000000004,0,0.67290000000000005,1.4045000000000001,F-R-208
ITS2,F-R-209,8,Q209,ND,1Burn_W4,1,Snowbrush,NA,NA,F-R-209_S247_L001_R1_001.fastq.gz,F-R-209_S247_L001_R2_001.fastq.gz,1,0,19,2.4,4,0,0.56289999999999996,0.99690000000000001,F-R-209
ITS2,F-R-210,8,Q210,D,0Burn_W1,0,Snowbrush,NA,NA,F-R-210_S259_L001_R1_001.fastq.gz,F-R-210_S259_L001_R2_001.fastq.gz,6,0,11,2,5,1,0.41220000000000001,0.49509999999999998,F-R-210
ITS2,F-R-211,8,Q211,ND,1Burn_W3,1,Snowbrush,NA,NA,F-R-211_S271_L001_R1_001.fastq.gz,F-R-211_S271_L001_R2_001.fastq.gz,1,0,17,3,5,0,0.29380000000000001,0.56969999999999998,F-R-211
ITS2,F-R-212,8,Q212,D,3Burn_W6,3,GrandFir,NA,NA,F-R-212_S309_L001_R1_001.fastq.gz,F-R-212_S309_L001_R2_001.fastq.gz,1,6,52,2.1,5.9,NA,0.16639999999999999,0.25580000000000003,F-R-212
ITS2,F-R-213,8,Q213,ND,3Burn_W5,3,GrandFir,NA,NA,F-R-213_S321_L001_R1_001.fastq.gz,F-R-213_S321_L001_R2_001.fastq.gz,1,3,23,1.5,4,NA,8.1100000000000005E-2,0.18890000000000001,F-R-213
ITS2,F-R-214,8,Q214,D,1Burn_W4,1,Snowbrush,NA,NA,F-R-214_S283_L001_R1_001.fastq.gz,F-R-214_S283_L001_R2_001.fastq.gz,6,0,19,2.2000000000000002,4.9000000000000004,0,0.38379999999999997,0.74529999999999996,F-R-214
ITS2,F-R-215,8,Q215,D,0Burn_W2,0,GrandFir,NA,NA,F-R-215_S333_L001_R1_001.fastq.gz,F-R-215_S333_L001_R2_001.fastq.gz,1,6,93,1.6,5.4,NA,0.26929999999999998,0.37669999999999998,F-R-215
ITS2,F-R-216,8,Q216,ND,0Burn_W2,0,Snowbrush,NA,NA,F-R-216_S200_L001_R1_001.fastq.gz,F-R-216_S200_L001_R2_001.fastq.gz,1,0,23,3,4.5,7,0.7712,1.9710000000000001,F-R-216
ITS2,F-R-217,8,Q217,D,1Burn_W4,1,GrandFir,NA,NA,F-R-217_S345_L001_R1_001.fastq.gz,F-R-217_S345_L001_R2_001.fastq.gz,1,1,42,1.8,7.5,NA,0.18290000000000001,0.24510000000000001,F-R-217
ITS2,F-R-218,8,Q218,D,3Burn_W5,3,GrandFir,NA,NA,F-R-218_S357_L001_R1_001.fastq.gz,F-R-218_S357_L001_R2_001.fastq.gz,1,8,34,3.2,8.4,NA,0.30919999999999997,0.58950000000000002,F-R-218
ITS2,F-R-219,8,Q219,ND,1Burn_W3,1,GrandFir,NA,NA,F-R-219_S369_L001_R1_001.fastq.gz,F-R-219_S369_L001_R2_001.fastq.gz,1,1,6,0.8,5.3,NA,7.2300000000000003E-2,0.1012,F-R-219
ITS2,F-R-220,8,Q220,ND,3Burn_W6,3,Snowbrush,NA,NA,F-R-220_S212_L001_R1_001.fastq.gz,F-R-220_S212_L001_R2_001.fastq.gz,1,0,11,1.3,4,38,0.17979999999999999,0.49109999999999998,F-R-220
ITS2,F-R-221,8,Q221,D,3Burn_W5,3,Snowbrush,NA,NA,F-R-221_S224_L001_R1_001.fastq.gz,F-R-221_S224_L001_R2_001.fastq.gz,1,0,18,2.2000000000000002,5,15,0.23669999999999999,0.46949999999999997,F-R-221
ITS2,F-R-222,8,Q222,D,Sterile,NA,GrandFir,NA,NA,F-R-222_S381_L001_R1_001.fastq.gz,F-R-222_S381_L001_R2_001.fastq.gz,1,4,32,1.9,5.6,NA,0.13489999999999999,0.28720000000000001,F-R-222
ITS2,F-R-223,8,Q223,ND,1Burn_W4,1,GrandFir,NA,NA,F-R-223_S298_L001_R1_001.fastq.gz,F-R-223_S298_L001_R2_001.fastq.gz,1,5,35,2.7,6.3,NA,0.25359999999999999,0.68479999999999996,F-R-223
ITS2,F-R-224,8,Q224,ND,Sterile,NA,GrandFir,NA,NA,F-R-224_S310_L001_R1_001.fastq.gz,F-R-224_S310_L001_R2_001.fastq.gz,1,6,37,1.9,5.4,NA,0.15959999999999999,0.29959999999999998,F-R-224
ITS2,F-R-281,11,Q281,ND,3Burn_W5,3,Snowbrush,NA,NA,F-R-281_S248_L001_R1_001.fastq.gz,F-R-281_S248_L001_R2_001.fastq.gz,1,0,20,3,4.9000000000000004,13,0.64490000000000003,1.4487000000000001,F-R-281
ITS2,F-R-282,11,Q282,ND,1Burn_W3,1,GrandFir,NA,NA,F-R-282_S322_L001_R1_001.fastq.gz,F-R-282_S322_L001_R2_001.fastq.gz,1,1,3,0.8,4,NA,4.2299999999999997E-2,0.15459999999999999,F-R-282
ITS2,F-R-283,11,Q283,ND,0Burn_W1,0,Snowbrush,NA,NA,F-R-283_S260_L001_R1_001.fastq.gz,F-R-283_S260_L001_R2_001.fastq.gz,1,0,22,2.6,6.5,1,0.46250000000000002,1.0323,F-R-283
ITS2,F-R-284,11,Q284,D,3Burn_W5,3,Snowbrush,NA,NA,F-R-284_S272_L001_R1_001.fastq.gz,F-R-284_S272_L001_R2_001.fastq.gz,6,0,26,2.2000000000000002,5.5,0,0.5958,0.66930000000000001,F-R-284
ITS2,F-R-285,11,Q285,D,3Burn_W5,3,GrandFir,NA,NA,F-R-285_S334_L001_R1_001.fastq.gz,F-R-285_S334_L001_R2_001.fastq.gz,1,2,22,2.1,4,NA,0.1187,0.42559999999999998,F-R-285
ITS2,F-R-286,11,Q286,D,Sterile,NA,GrandFir,NA,NA,F-R-286_S346_L001_R1_001.fastq.gz,F-R-286_S346_L001_R2_001.fastq.gz,1,1,21,1,4.5,NA,5.3600000000000002E-2,0.1376,F-R-286
ITS2,F-R-287,11,Q287,D,3Burn_W6,3,GrandFir,NA,NA,F-R-287_S358_L001_R1_001.fastq.gz,F-R-287_S358_L001_R2_001.fastq.gz,5,1,3,0.9,4.5,NA,0.03,NA,F-R-287
ITS2,F-R-288,11,Q288,ND,3Burn_W6,3,GrandFir,NA,NA,F-R-288_S370_L001_R1_001.fastq.gz,F-R-288_S370_L001_R2_001.fastq.gz,1,3,21,1.6,5.3,NA,7.8200000000000006E-2,0.21929999999999999,F-R-288
ITS2,F-R-289,11,Q289,ND,Sterile,NA,GrandFir,NA,NA,F-R-289_S382_L001_R1_001.fastq.gz,F-R-289_S382_L001_R2_001.fastq.gz,1,3,18,1.2,4.9000000000000004,NA,5.2600000000000001E-2,NA,F-R-289
ITS2,F-R-290,11,Q290,D,0Burn_W1,0,GrandFir,NA,NA,F-R-290_S299_L001_R1_001.fastq.gz,F-R-290_S299_L001_R2_001.fastq.gz,1,3,12,0.4,7.7,NA,8.7099999999999997E-2,0.21779999999999999,F-R-290
ITS2,F-R-291,11,Q291,ND,1Burn_W4,1,GrandFir,NA,NA,F-R-291_S311_L001_R1_001.fastq.gz,F-R-291_S311_L001_R2_001.fastq.gz,1,7,59,3.2,6,NA,0.36120000000000002,0.83589999999999998,F-R-291
ITS2,F-R-292,11,Q292,D,0Burn_W1,0,Snowbrush,NA,NA,F-R-292_S201_L001_R1_001.fastq.gz,F-R-292_S201_L001_R2_001.fastq.gz,1,0,5,1.2,3.6,0,8.9200000000000002E-2,0.1842,F-R-292
ITS2,F-R-293,11,Q293,D,Sterile,NA,Snowbrush,NA,NA,F-R-293_S213_L001_R1_001.fastq.gz,F-R-293_S213_L001_R2_001.fastq.gz,4,0,11,2.2999999999999998,3.5,0,0.27239999999999998,0.49,F-R-293
ITS2,F-R-294,11,Q294,D,3Burn_W6,3,Snowbrush,NA,NA,F-R-294_S225_L001_R1_001.fastq.gz,F-R-294_S225_L001_R2_001.fastq.gz,6,0,11,1.7,4,13,0.20979999999999999,0.49270000000000003,F-R-294
ITS2,F-R-295,11,Q295,ND,0Burn_W2,0,Snowbrush,NA,NA,F-R-295_S237_L001_R1_001.fastq.gz,F-R-295_S237_L001_R2_001.fastq.gz,1,0,19,2.2999999999999998,6.8,3,0.4209,0.90910000000000002,F-R-295
ITS2,F-R-296,11,Q296,D,1Burn_W4,1,Snowbrush,NA,NA,F-R-296_S249_L001_R1_001.fastq.gz,F-R-296_S249_L001_R2_001.fastq.gz,6,0,19,2,5,0,0.37730000000000002,0.58589999999999998,F-R-296
ITS2,F-R-297,11,Q297,D,0Burn_W2,0,Snowbrush,NA,NA,F-R-297_S261_L001_R1_001.fastq.gz,F-R-297_S261_L001_R2_001.fastq.gz,1,0,12,2.5,4.5999999999999996,3,0.3352,0.63849999999999996,F-R-297
ITS2,F-R-298,11,Q298,ND,1Burn_W4,1,Snowbrush,NA,NA,F-R-298_S273_L001_R1_001.fastq.gz,F-R-298_S273_L001_R2_001.fastq.gz,1,0,19,2.4,4.5,3,0.48130000000000001,1.3599000000000001,F-R-298
